#TIME FREQUENCY
30	3.125
45	3.125
60	3.125
75	2.8125
90	2.0625
105	1.75
120	1
135	1
150	3.25
165	3.25
180	21.75
195	37.9375
210	59.65
225	74.1875
240	84.4
255	86.75
270	86
285	81.75
300	74.25
315	65
330	57.75
345	52.25
360	48
375	48
390	48.5
405	50.625
420	53.25
435	53.75
450	52.5
465	50.875
480	47.5
495	43.875
510	40.75
525	41.875
540	42.5
555	47.375
570	45.5
585	42.375
600	32.75
615	23.375
630	14.75
645	8.5
660	5.25
675	3.125
690	2.25
